libxshmfence 1.3-2
libxslt 1.1.34-6
libxss 1.2.3-3
libxt 1.2.1-1
libxtst 1.2.3-4
libxv 1.0.11-4
libxvmc 1.0.12-3
libxxf86vm 1.1.4-4
libyaml 0.2.5-1
libyuv r2212+dfaf7534-2
libzip 1.7.3-2
licenses 20200427-1
lilv 0.24.12-1
linux-api-headers 5.12.3-1
linux-firmware 20210818.c46b8c3-1
linux510 5.10.63-1
lirc 1:0.10.1-8
llvm-libs 12.0.1-4
lm_sensors 1:3.6.0.r41.g31d1f125-1
lmdb 0.9.29-1
logrotate 3.18.1-1
lsb-release 1.4-13
lsof 4.94.0-1
lua52 5.2.4-5
luajit 2.0.5-3
lvm2 2.03.13-1
lz4 1:1.9.3-2
lzo 2.10-3
m4 1.4.19-1
mailcap 2.1.53-1
maim 5.7.4-1
make 4.3-3
man-db 2.9.4-2
man-pages 5.13-1
manjaro-alsa 20210109-1
manjaro-application-utility 1.3.3-5
manjaro-base-skel 20171029-3
manjaro-browser-settings 20201114-1
manjaro-documentation-en 20181009-1
manjaro-firmware 20160419-1
manjaro-hello 0.6.6-9
manjaro-hotfixes 2018.08-6
manjaro-icons 20191015-1
manjaro-kde-settings 20210813-2
manjaro-keyring 20210910-2
manjaro-printer 20200215-2
manjaro-pulse 20210109-1
manjaro-release 21.1.3-1
manjaro-settings-manager 0.5.6-15
manjaro-settings-manager-kcm 0.5.6-15
manjaro-settings-manager-knotifier 0.5.6-15
manjaro-system 20210612-1
manjaro-wallpapers-18.0 1.4-3
manjaro-zsh-config 0.20-3
md4c 0.4.8-1
mdadm 4.1-2
media-player-info 24-2
memtest86+ 5.31b-1
mesa 21.2.1-1
mesa-demos 8.4.0-4
mesa-vdpau 21.2.1-1
metis 5.1.0.p10-2
mhwd 0.6.5-2
mhwd-amdgpu 19.1.0-1
mhwd-ati 19.1.0-1
mhwd-db 0.6.5-15
mhwd-nvidia 470.63.01-1
mhwd-nvidia-390xx 390.144-1
midori 9.0-3
milou 5.22.5-1
minizip 1:1.2.11-4
mjpegtools 2.2.1-1
mkinitcpio 30-2
mkinitcpio-busybox 1.33.1-1
mkinitcpio-openswap 0.1.0-3
mobile-broadband-provider-info 20210805-1
modemmanager 1.16.10-1
modemmanager-qt 5.85.0-1
mpd 0.22.11-1
mpfr 4.1.0.p13-1
mpg123 1.29.0-1
mtdev 1.1.6-1
mtpfs 1.1-4
mypaint-brushes1 1.3.1-1
nano 5.8-1
ncurses 6.2-2
ndctl 71.1-1
neon 0.31.2-1
nerd-fonts-iosevka 2.1.0-2
nerd-fonts-noto-sans-mono 2.0.0-1
net-snmp 5.9.1-1
netpbm 10.73.36-1
nettle 3.7.3-1
networkmanager 1.32.10-1
networkmanager-dmenu-git r141.78c8a78-1
networkmanager-openconnect 1.2.7dev+65+gca4187c-1
networkmanager-openvpn 1.8.14-1
networkmanager-pptp 1.2.9dev+10+gb41b0d0-4
networkmanager-qt 5.85.0-1
networkmanager-vpnc 1.2.7dev+20+gdca3aea-2
nfs-utils 2.5.4-1
nfsidmap 2.5.4-1
node-gyp 8.1.0-2
nodejs 16.9.1-1
nodejs-nativefier 45.0.0-1
nodejs-nopt 5.0.0-2
noto-fonts 20201226-2
noto-fonts-compat 20151217-1
noto-fonts-emoji 20210625-1
npm 7.23.0-1
npth 1.6-3
nspr 4.32-1
nss 3.70-1
nss-mdns 0.15.1-1
ntfs-3g 2021.8.22-1
